"rules"/"support"/"confidence"/"lift"
"{} => {Java}"/0.113552702179962/0.113552702179962/1
"{} => {MySQL}"/0.121850784262344/0.121850784262344/1
"{} => {PHP}"/0.131459089831418/0.131459089831418/1
"{} => {CSS}"/0.11180573753104/0.11180573753104/1
"{} => {HTML}"/0.132781791637031/0.132781791637031/1
"{} => {Git}"/0.158100300727486/0.158100300727486/1
"{} => {Javascript}"/0.22361147506208/0.22361147506208/1
"{Asp.net} => {C#}"/0.0214003169493006/0.942307692307692/16.2224696356275
"{C#} => {Asp.net}"/0.0214003169493006/0.368421052631579/16.2224696356275
"{Angular.js} => {Javascript}"/0.02096357578707/0.657534246575342/2.940521037182
"{AngularJS} => {Javascript}"/0.0218370581115312/0.819672131147541/3.66560853337237
"{Node.js} => {Javascript}"/0.0288249167072212/0.733333333333333/3.27949776785714
"{Javascript} => {Node.js}"/0.0288249167072212/0.12890625/3.27949776785714
"{PHP5} => {MySQL}"/0.0205268346248393/0.746031746031746/6.12250262112013
"{MySQL} => {PHP5}"/0.0205268346248393/0.168458781362007/6.12250262112013
"{C#} => {Javascript}"/0.0227105404359925/0.390977443609023/1.7484677094522
"{Javascript} => {C#}"/0.0227105404359925/0.1015625/1.7484677094522
"{CSS3} => {HTML5}"/0.0414904104119093/0.904761904761905/14.7972886297376
"{HTML5} => {CSS3}"/0.0414904104119093/0.678571428571429/14.7972886297376
"{CSS3} => {JQuery}"/0.0301289010344526/0.657006802721088/6.6567884396315
"{JQuery} => {CSS3}"/0.0301289010344526/0.305265819584045/6.6567884396315
"{CSS3} => {Git}"/0.0231472815982231/0.504761904761905/3.19266884654414
"{Git} => {CSS3}"/0.0231472815982231/0.146408839779006/3.19266884654414
"{CSS3} => {Javascript}"/0.0384332222762949/0.838095238095238/3.74799744897959
"{Javascript} => {CSS3}"/0.0384332222762949/0.171875/3.74799744897959
"{Python} => {PostgreSQL}"/0.0205268346248393/0.290123456790123/4.28575183478409
"{PostgreSQL} => {Python}"/0.0205268346248393/0.303225806451613/4.28575183478409
"{Python} => {Linux}"/0.0200900934626087/0.283950617283951/3.51436579436579
"{Linux} => {Python}"/0.0200900934626087/0.248648648648649/3.51436579436579
"{Ajax} => {HTML5}"/0.0214003169493006/0.457943925233645/7.4896261682243
"{HTML5} => {Ajax}"/0.0214003169493006/0.35/7.4896261682243
"{Ajax} => {MySQL}"/0.0231472815982231/0.495327102803738/4.06503007594355
"{MySQL} => {Ajax}"/0.0231472815982231/0.189964157706093/4.06503007594355
"{Ajax} => {JQuery}"/0.0327493480078364/0.700801068090788/7.10051163736363
"{JQuery} => {Ajax}"/0.0327493480078364/0.331816170427966/7.10051163736363
"{Ajax} => {PHP}"/0.024457505084915/0.523364485981308/3.98119663427205
"{PHP} => {Ajax}"/0.024457505084915/0.186046511627907/3.98119663427205
"{Ajax} => {CSS}"/0.024457505084915/0.523364485981308/4.68101635514019
"{CSS} => {Ajax}"/0.024457505084915/0.21875/4.68101635514019
"{Ajax} => {HTML}"/0.0266412108960681/0.570093457943925/4.29346110573896
"{HTML} => {Ajax}"/0.0266412108960681/0.200639037684428/4.29346110573896
"{Ajax} => {Git}"/0.0205268346248393/0.439252336448598/2.77831436390325
"{Git} => {Ajax}"/0.0205268346248393/0.129834254143646/2.77831436390325
"{Ajax} => {Javascript}"/0.0423638927363706/0.906542056074766/4.05409452186248
"{Javascript} => {Ajax}"/0.0423638927363706/0.189453125/4.05409452186248
"{PostgreSQL} => {MySQL}"/0.0200900934626087/0.296774193548387/2.43555423418066
"{MySQL} => {PostgreSQL}"/0.0200900934626087/0.164874551971326/2.43555423418067
"{PostgreSQL} => {Git}"/0.0222737992737618/0.329032258064516/2.08116149400412
"{Git} => {PostgreSQL}"/0.0222737992737618/0.140883977900552/2.08116149400412
"{SQL} => {Javascript}"/0.0227105404359925/0.311377245508982/1.39249224764756
"{Javascript} => {SQL}"/0.0227105404359925/0.1015625/1.39249224764756
"{HTML5} => {MySQL}"/0.0200900934626087/0.328571428571429/2.69650647355716
"{MySQL} => {HTML5}"/0.0200900934626087/0.164874551971326/2.69650647355716
"{HTML5} => {JQuery}"/0.036680018467912/0.599897959183674/6.07816202680579
"{JQuery} => {HTML5}"/0.036680018467912/0.371641696693849/6.07816202680579
"{HTML5} => {CSS}"/0.0222737992737618/0.364285714285714/3.25820232780612
"{CSS} => {HTML5}"/0.0222737992737618/0.19921875/3.25820232780612
"{HTML5} => {HTML}"/0.0205268346248393/0.335714285714286/2.52831567924604
"{HTML} => {HTML5}"/0.0205268346248393/0.154590733953576/2.52831567924604
"{HTML5} => {Git}"/0.0257677285716068/0.421428571428571/2.66557729169016
"{Git} => {HTML5}"/0.0257677285716068/0.162983425414365/2.66557729169016
"{HTML5} => {Javascript}"/0.0524089394676749/0.857142857142857/3.83317920918367
"{Javascript} => {HTML5}"/0.0524089394676749/0.234375/3.83317920918367
"{Linux} => {MySQL}"/0.0200900934626087/0.248648648648649/2.04059949350272
"{MySQL} => {Linux}"/0.0200900934626087/0.164874551971326/2.04059949350272
"{Linux} => {PHP}"/0.0200900934626087/0.248648648648649/1.89145268666863
"{PHP} => {Linux}"/0.0200900934626087/0.152823920265781/1.89145268666863
"{Linux} => {Git}"/0.0262044697338375/0.324324324324324/2.05138334862092
"{Git} => {Linux}"/0.0262044697338375/0.165745856353591/2.05138334862092
"{ООП} => {MySQL}"/0.0336290694917581/0.386934673366834/3.17547954827903
"{MySQL} => {ООП}"/0.0336290694917581/0.275985663082437/3.17547954827903
"{ООП} => {JQuery}"/0.0222737992737618/0.256281407035176/2.5966414663875
"{JQuery} => {ООП}"/0.0222737992737618/0.225677982173336/2.5966414663875
"{ООП} => {PHP}"/0.0384332222762949/0.442211055276382/3.36386822579914
"{PHP} => {ООП}"/0.0384332222762949/0.292358803986711/3.36386822579914
"{ООП} => {HTML}"/0.0205268346248393/0.236180904522613/1.7787145482133
"{HTML} => {ООП}"/0.0205268346248393/0.154590733953576/1.7787145482133
"{ООП} => {Git}"/0.0432373750608318/0.49748743718593/3.14665712143987
"{Git} => {ООП}"/0.0432373750608318/0.273480662983425/3.14665712143988
"{ООП} => {Javascript}"/0.0349392929784499/0.402010050251256/1.797805994257
"{Javascript} => {ООП}"/0.0349392929784499/0.15625/1.797805994257
"{Java} => {Git}"/0.0253309874093762/0.223076923076923/1.4109835468399
"{Git} => {Java}"/0.0253309874093762/0.160220994475138/1.4109835468399
"{Java} => {Javascript}"/0.0214003169493006/0.188461538461538/0.842807992788462
"{MySQL} => {JQuery}"/0.0340658106539887/0.279569892473118/2.83260024184882
"{JQuery} => {MySQL}"/0.0340658106539887/0.345154560970984/2.83260024184882
"{MySQL} => {PHP}"/0.0842910443105105/0.691756272401434/5.26214104546545
"{PHP} => {MySQL}"/0.0842910443105105/0.641196013289037/5.26214104546545
"{MySQL} => {CSS}"/0.0266412108960681/0.218637992831541/1.9555167530722
"{CSS} => {MySQL}"/0.0266412108960681/0.23828125/1.9555167530722
"{MySQL} => {HTML}"/0.0323188460050662/0.265232974910394/1.99751013780134
"{HTML} => {MySQL}"/0.0323188460050662/0.243398176863077/1.99751013780134
"{MySQL} => {Git}"/0.0458578220342156/0.376344086021505/2.38041347353413
"{Git} => {MySQL}"/0.0458578220342156/0.290055248618785/2.38041347353413
"{MySQL} => {Javascript}"/0.0624539861989793/0.512544802867383/2.29212209581413
"{Javascript} => {MySQL}"/0.0624539861989793/0.279296875/2.29212209581413
"{JQuery} => {PHP}"/0.0393004654412957/0.398192047537771/3.02901874680868
"{PHP} => {JQuery}"/0.0393004654412957/0.298955861414333/3.02901874680868
"{JQuery} => {CSS}"/0.0567701119305207/0.57519438649725/5.14458738164097
"{CSS} => {JQuery}"/0.0567701119305207/0.507756696428571/5.14458738164097
"{JQuery} => {HTML}"/0.0585170765794432/0.592894620393198/4.46518015070863
"{HTML} => {JQuery}"/0.0585170765794432/0.44070106193027/4.46518015070863
"{JQuery} => {Git}"/0.0349330538189895/0.353941462797901/2.23871467144128
"{Git} => {JQuery}"/0.0349330538189895/0.22095501183899/2.23871467144128
"{JQuery} => {Javascript}"/0.0777336877175907/0.787597193248625/3.52216805076739
"{Javascript} => {JQuery}"/0.0777336877175907/0.347628348214286/3.52216805076739
